O*NET-SOC Code,Title,A: Arm-Hand Steadiness,A: Auditory Attention,A: Category Flexibility,A: Control Precision,A: Deductive Reasoning,A: Depth Perception,A: Dynamic Flexibility,A: Dynamic Strength,A: Explosive Strength,A: Extent Flexibility,A: Far Vision,A: Finger Dexterity,A: Flexibility of Closure,A: Fluency of Ideas,A: Glare Sensitivity,A: Gross Body Coordination,A: Gross Body Equilibrium,A: Hearing Sensitivity,A: Inductive Reasoning,A: Information Ordering,A: Manual Dexterity,A: Mathematical Reasoning,A: Memorization,A: Multilimb Coordination,A: Near Vision,A: Night Vision,A: Number Facility,A: Oral Comprehension,A: Oral Expression,A: Originality,A: Perceptual Speed,A: Peripheral Vision,A: Problem Sensitivity,A: Rate Control,A: Reaction Time,A: Response Orientation,A: Selective Attention,A: Sound Localization,A: Spatial Orientation,A: Speech Clarity,A: Speech Recognition,A: Speed of Closure,A: Speed of Limb Movement,A: Stamina,A: Static Strength,A: Time Sharing,A: Trunk Strength,A: Visual Color Discrimination,A: Visualization,A: Wrist-Finger Speed,A: Written Comprehension,A: Written Expression,S: Active Learning,S: Active Listening,S: Complex Problem Solving,S: Coordination,S: Critical Thinking,S: Equipment Maintenance,S: Equipment Selection,S: Installation,S: Instructing,S: Judgment and Decision Making,S: Learning Strategies,S: Management of Financial Resources,S: Management of Material Resources,S: Management of Personnel Resources,S: Mathematics,S: Monitoring,S: Negotiation,S: Operation and Control,S: Operations Analysis,S: Operations Monitoring,S: Persuasion,S: Programming,S: Quality Control Analysis,S: Reading Comprehension,S: Repairing,S: Science,S: Service Orientation,S: Social Perceptiveness,S: Speaking,S: Systems Analysis,S: Systems Evaluation,S: Technology Design,S: Time Management,S: Troubleshooting,S: Writing,Final_Cluster,Avg_Cluster_Labels,Ward_Cluster_Labels,Ward_Cluster
51-7011.00,Cabinetmakers and Bench Carpenters,3.62,3.12,2.88,3.62,2.88,2.75,0.25,2.88,1.25,3.25,3.12,3.88,2.75,2.75,1.12,2.88,1.62,2.5,2.88,3.38,3.75,2.25,1.88,3.25,3.62,1.0,2.25,3.38,3.12,2.75,2.88,0.75,2.88,2.88,3.5,2.62,3.12,1.12,1.38,2.75,2.88,2.5,2.25,2.88,3.5,2.25,3.25,3.12,3.88,2.38,3.12,2.25,2.75,2.69,2.815,2.625,3.0,2.88,2.94,1.12,2.25,2.94,2.25,1.5,1.625,2.44,2.94,3.12,2.0,3.0,2.94,3.31,2.25,1.185,3.38,2.75,2.69,0.8799999999999999,2.19,2.5,2.75,2.0,2.125,1.69,3.0,2.94,2.38,2,2,5,5
51-7021.00,Furniture Finishers,3.12,2.88,3.12,3.25,3.0,2.5,0.38,2.88,1.12,3.0,3.0,3.25,3.12,2.88,0.88,2.25,2.0,2.12,3.0,3.12,3.75,1.5,2.0,3.12,4.12,0.38,2.0,3.12,3.12,2.88,2.88,0.75,2.88,2.25,2.38,1.88,3.12,0.5,0.5,2.38,2.75,2.12,2.25,2.75,3.12,2.38,3.12,3.75,3.88,2.5,3.0,2.25,2.75,3.06,2.815,2.815,3.12,2.125,2.315,0.5,2.685,2.875,2.375,1.565,2.0,2.62,1.875,3.0,2.185,2.685,2.06,3.0,2.25,0.6200000000000001,2.88,2.75,2.25,0.6200000000000001,2.75,2.685,2.69,2.06,2.06,1.125,2.94,2.375,2.315,2,2,5,5
51-7031.00,"Model Makers, Wood",3.75,2.5,3.0,3.5,3.0,2.38,0.0,2.0,0.88,2.75,2.75,3.75,3.0,3.0,0.62,2.0,1.88,2.12,3.0,3.12,3.25,2.38,2.0,3.0,3.62,0.5,2.38,3.62,3.12,3.0,2.88,0.88,3.0,2.38,3.25,2.25,3.25,0.62,1.12,2.88,2.88,2.0,1.0,1.88,2.25,2.62,2.75,2.75,3.88,2.12,3.12,2.88,2.685,2.88,2.815,2.75,3.0,1.63,1.75,0.685,2.125,2.875,2.065,0.8799999999999999,1.185,2.06,2.25,3.06,1.625,2.94,2.88,3.06,2.06,0.5,2.815,2.94,1.5,1.12,2.315,2.565,2.94,2.12,1.875,1.315,2.875,2.06,2.62,2,2,5,5
51-7032.00,"Patternmakers, Wood",3.88,3.12,3.12,4.0,3.0,3.0,0.25,2.0,0.62,2.88,3.0,3.62,2.75,2.25,0.75,2.0,1.12,2.12,3.0,3.12,4.0,2.62,2.0,3.12,3.88,0.62,2.75,3.62,3.12,2.5,3.0,1.38,3.0,2.75,3.75,3.0,3.12,1.25,1.25,2.88,3.0,2.12,2.5,2.12,3.12,2.5,3.0,2.88,3.88,2.62,3.0,2.5,2.625,3.0,3.06,2.375,3.06,2.5,2.75,0.6200000000000001,2.12,2.88,2.06,2.13,2.125,2.06,3.0,3.06,1.625,3.06,2.94,3.06,1.815,1.12,3.06,3.06,2.25,1.315,2.0,2.75,2.69,2.185,2.125,1.69,2.75,2.315,2.37,2,2,5,5
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",3.12,2.75,2.62,3.5,2.75,3.0,0.38,2.12,0.38,2.75,2.88,3.12,2.75,1.75,0.75,1.88,1.25,2.25,2.88,2.88,3.0,1.75,1.75,3.12,3.12,0.75,1.75,3.0,2.88,1.75,2.88,1.12,2.88,2.75,3.25,2.5,3.12,0.75,0.88,2.5,2.38,1.75,2.0,3.0,2.88,1.88,3.12,2.38,3.12,2.0,2.75,1.88,2.06,2.625,2.435,2.56,2.875,2.685,1.94,1.0,2.06,2.565,1.94,1.0,1.25,1.75,1.75,2.94,1.75,3.06,1.63,3.12,1.75,0.6200000000000001,2.94,2.5,2.56,0.75,1.75,2.375,2.37,1.875,1.75,0.8799999999999999,2.565,2.81,1.565,2,2,5,5
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",3.12,3.38,2.88,3.62,2.88,3.0,0.75,2.88,1.12,3.0,3.0,3.25,2.88,2.0,0.5,2.25,1.62,2.5,2.75,2.88,3.25,1.88,1.88,3.12,3.5,0.38,2.0,3.5,3.0,2.0,3.0,1.25,2.88,2.88,3.88,2.62,3.62,1.0,1.12,2.62,2.75,2.5,2.38,2.12,3.12,2.62,3.12,2.5,3.75,2.62,2.88,1.75,2.31,2.815,2.625,2.06,2.94,3.0,2.69,1.565,1.815,2.5,2.185,1.12,1.435,1.69,2.44,3.0,1.63,3.375,1.75,3.56,1.815,1.435,3.125,2.75,2.94,1.0,1.63,2.125,2.75,1.315,1.81,1.63,2.435,3.0,1.815,2,2,5,5
51-8011.00,Nuclear Power Reactor Operators,2.88,3.0,3.25,2.88,3.88,2.12,0.0,0.0,0.0,0.0,3.12,2.75,3.25,3.0,0.75,0.12,0.12,2.88,3.88,4.0,2.0,3.12,2.88,2.0,3.75,0.0,3.0,4.0,4.0,3.0,4.0,0.12,4.12,2.12,2.88,2.5,3.38,0.0,0.12,3.12,3.12,3.0,0.0,0.0,0.0,3.0,1.75,3.0,2.88,2.0,4.0,3.88,3.12,3.88,3.5,3.25,3.94,0.6200000000000001,0.5,0.5,3.0,3.44,3.0,1.625,1.625,3.0,2.75,3.94,2.75,3.875,0.94,3.94,2.88,1.625,3.25,3.94,0.8799999999999999,2.875,2.88,3.06,3.25,3.06,2.88,0.94,3.38,3.06,3.25,2,2,8,8
51-8012.00,Power Distributors and Dispatchers,2.0,2.12,3.0,2.38,3.88,2.0,0.0,0.38,0.0,0.38,3.0,2.12,3.0,3.0,0.38,0.0,0.62,2.0,3.88,3.5,1.75,2.88,2.0,1.0,3.62,0.25,2.88,4.0,4.0,2.75,3.38,0.12,4.0,0.75,1.62,1.25,3.0,0.12,0.75,3.12,3.0,2.75,0.38,0.38,0.25,2.62,1.5,2.75,3.0,0.75,3.62,3.62,3.0,3.62,3.25,3.125,3.685,1.625,1.065,0.6200000000000001,2.815,3.25,2.75,1.12,1.375,2.875,2.815,3.56,2.62,3.12,2.12,3.315,2.62,0.8799999999999999,2.815,3.62,1.625,1.565,2.75,2.685,3.44,2.88,2.815,1.12,3.0,2.25,3.06,2,2,8,8
51-8013.00,Power Plant Operators,3.0,3.0,3.0,3.0,3.62,2.5,0.0,1.88,1.0,2.75,3.0,3.0,3.0,2.75,1.5,2.0,2.0,3.0,3.25,3.38,3.0,2.0,2.12,2.88,4.0,1.25,2.12,3.88,3.75,2.75,3.88,1.0,3.88,2.75,3.12,2.88,3.62,2.0,1.88,3.0,2.88,2.12,1.5,2.12,2.0,3.0,2.38,2.88,3.0,2.0,3.0,3.0,2.94,3.185,3.125,3.0,3.75,3.0,2.37,1.12,2.31,3.12,2.19,1.5,1.5,2.315,1.94,3.185,2.0,3.94,1.315,4.0,2.12,1.315,3.12,3.12,3.06,1.875,2.5,2.88,3.19,2.69,2.25,1.25,2.88,3.06,3.0,2,2,7,7
51-8013.03,Biomass Plant Technicians,3.0,2.25,2.88,3.75,3.12,2.62,0.0,2.0,0.75,2.38,3.12,3.0,2.88,2.0,2.0,2.0,2.12,2.88,3.12,3.38,3.12,2.12,2.75,3.38,3.88,1.88,2.5,3.62,3.0,2.12,3.75,2.0,3.25,3.12,3.38,2.75,3.38,1.75,1.88,3.0,3.0,2.75,2.0,2.0,2.62,2.88,2.75,3.12,3.0,2.62,3.0,3.0,3.0,3.0,3.0,2.94,3.12,3.06,2.435,0.6200000000000001,2.75,3.06,3.0,1.44,1.81,2.185,2.75,3.315,2.435,3.69,1.685,3.94,2.56,1.25,3.0,3.0,2.815,1.935,2.815,2.815,3.0,2.75,2.5,1.38,3.0,2.815,3.0,2,2,7,7
51-8013.04,Hydroelectric Plant Technicians,3.0,3.38,3.0,3.5,3.62,2.5,0.25,2.62,2.0,3.38,3.25,3.0,3.12,2.88,2.12,2.62,2.75,2.88,3.5,3.62,3.0,2.88,2.75,3.12,4.0,1.62,3.0,4.0,3.25,2.88,3.88,1.75,4.12,2.5,3.25,2.75,3.5,2.0,2.0,3.0,3.0,2.88,0.12,2.5,2.62,2.75,3.0,3.12,3.25,2.0,3.5,3.12,3.0,3.12,3.0,3.0,3.5,3.88,2.815,2.5,2.62,3.06,2.56,1.44,1.625,2.185,3.06,3.685,2.12,3.685,1.0,3.88,2.5,1.5,3.06,3.435,3.625,2.19,2.435,2.815,3.06,2.815,2.815,1.63,2.94,3.565,3.0,2,2,7,7
51-8021.00,Stationary Engineers and Boiler Operators,3.0,3.25,3.12,3.12,3.12,2.5,0.0,1.88,1.12,2.88,3.0,3.12,2.88,2.5,1.75,2.0,2.0,2.75,3.12,3.12,3.12,2.12,2.12,3.0,3.62,0.5,2.12,3.62,3.5,2.25,3.75,1.5,3.38,2.25,3.12,2.38,3.25,1.88,1.62,2.88,2.88,2.25,1.25,1.88,2.75,2.62,2.5,2.88,2.88,2.0,3.12,3.12,3.12,3.185,3.12,3.12,3.185,3.25,2.44,2.0,2.815,3.06,2.12,1.0,1.5,2.38,2.12,3.12,2.315,3.315,1.37,3.94,2.25,0.8799999999999999,3.185,3.12,3.375,2.185,2.06,2.5,3.0,2.87,3.0,1.0,3.0,3.25,2.94,2,2,7,7
51-8031.00,Water and Wastewater Treatment Plant and System Operators,3.0,2.5,3.0,3.0,3.0,2.88,0.0,2.0,0.75,2.88,3.0,2.88,3.0,2.88,1.5,2.0,2.0,2.12,3.0,3.0,3.0,2.75,2.0,3.0,3.62,0.88,2.88,3.88,3.75,2.38,3.0,1.25,3.75,2.12,3.0,2.88,3.0,1.12,2.0,3.0,3.0,2.12,1.0,1.88,2.12,2.75,2.88,3.12,3.0,2.0,3.5,3.0,2.815,3.06,3.0,3.0,3.0,3.12,2.62,0.6200000000000001,2.815,3.0,2.75,1.12,1.5,2.0,2.88,3.62,1.94,3.69,1.12,4.0,2.0,1.12,3.12,3.0,3.06,2.31,2.31,2.75,3.06,2.88,2.94,1.0,3.0,3.06,2.815,2,2,7,7
51-8091.00,Chemical Plant and System Operators,3.12,3.38,3.0,3.75,3.75,2.12,0.0,2.12,1.0,2.75,3.5,3.12,3.0,2.12,1.75,2.0,2.25,2.75,3.62,3.62,3.0,2.62,2.62,2.88,3.75,0.62,2.88,3.75,3.88,2.12,3.62,0.75,3.75,2.75,3.5,2.12,3.75,1.0,1.12,3.12,3.12,3.0,1.25,1.88,2.5,2.88,2.75,2.75,2.88,2.25,3.62,3.0,3.125,3.565,3.185,2.815,3.625,2.75,2.06,0.5,2.62,3.125,2.88,1.5,1.63,2.75,2.75,3.685,2.185,3.94,2.06,4.3100000000000005,2.25,1.375,3.56,3.5,2.75,2.88,2.31,2.62,3.12,2.56,2.815,0.5,3.125,2.75,3.0,2,2,7,7
51-8092.00,Gas Plant Operators,3.0,3.75,2.88,3.5,3.5,2.5,0.0,1.88,0.75,2.62,3.38,3.0,3.75,2.5,2.12,2.0,2.0,3.0,3.25,3.25,2.88,2.38,2.25,3.0,3.38,1.5,2.75,3.75,3.62,2.75,3.88,1.75,3.75,2.75,3.75,2.88,3.38,1.75,1.88,3.0,3.0,2.75,1.25,1.88,2.12,2.88,2.5,3.0,3.12,2.12,3.5,3.0,2.94,3.0,3.0,3.06,3.375,2.94,2.315,0.5,2.75,3.125,2.685,1.56,1.625,2.815,2.88,3.56,2.5,3.75,1.5,4.25,2.62,1.185,3.375,3.12,2.88,1.875,2.185,2.94,3.0,2.75,2.56,1.38,3.0,3.06,3.0,2,2,7,7
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.0,3.5,3.12,3.0,3.75,2.38,0.0,2.12,1.0,3.0,3.38,2.88,3.75,2.5,2.12,2.38,2.75,3.0,3.5,3.75,3.0,2.88,2.5,2.88,3.5,1.12,2.75,3.75,3.62,2.38,4.0,1.62,3.62,2.88,3.62,2.62,3.62,1.88,1.88,3.0,3.0,2.88,1.62,2.0,2.62,3.0,2.75,3.0,3.0,2.38,3.38,3.0,3.0,3.0,3.06,2.94,3.25,2.88,2.19,0.5,2.75,3.0,2.88,1.69,1.69,2.5,2.685,3.56,2.375,3.815,1.69,4.3100000000000005,2.25,1.44,3.13,3.44,2.62,1.875,2.185,2.88,3.06,2.75,2.56,1.0,3.0,2.88,3.0,2,2,7,7
51-8099.01,Biofuels Processing Technicians,3.25,3.12,3.5,3.62,3.12,2.75,0.75,2.75,2.62,2.88,3.25,3.25,3.25,2.88,2.12,2.5,2.38,2.88,3.12,3.38,3.25,2.88,3.0,3.38,3.75,1.5,3.0,3.62,3.62,2.75,3.75,1.75,3.38,3.25,3.38,2.62,3.62,2.25,2.12,3.12,3.38,2.62,0.0,2.38,2.88,2.88,2.88,3.38,3.12,2.25,3.75,3.12,2.815,3.315,2.94,3.12,3.12,3.315,2.375,1.19,3.0,3.065,2.625,1.565,2.125,2.44,2.88,3.315,2.75,3.625,0.685,3.815,2.69,1.31,3.38,3.625,3.06,2.69,2.875,3.12,3.375,2.88,2.815,1.125,2.94,3.125,3.06,2,2,7,7
51-9011.00,Chemical Equipment Operators and Tenders,3.0,3.25,3.75,3.5,3.12,3.0,0.25,1.88,1.0,2.75,3.12,3.0,3.12,2.5,1.62,2.0,2.25,2.5,3.12,3.5,3.0,2.12,2.25,3.5,3.62,0.88,2.5,4.0,3.88,2.25,3.88,1.38,3.88,3.12,3.38,2.88,3.5,0.88,1.75,2.88,2.88,2.75,1.75,1.88,2.75,2.75,2.62,2.88,3.12,1.88,3.62,3.12,2.94,3.25,3.0,3.06,3.25,2.685,2.25,0.5,2.62,3.19,2.625,1.0,1.56,2.44,2.88,3.435,1.81,3.88,1.875,3.88,2.0,1.12,3.06,3.38,2.315,2.37,2.375,2.685,3.06,2.685,2.625,1.25,2.94,2.875,3.0,2,2,7,7
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",3.0,3.0,3.0,3.0,3.0,2.75,0.25,2.12,1.12,3.12,3.0,3.0,3.12,2.25,2.12,2.62,2.75,2.88,3.0,3.0,3.0,2.0,2.5,3.0,3.75,1.75,2.12,3.5,3.62,2.12,3.38,1.75,3.25,2.75,3.5,2.62,3.0,1.5,1.88,2.88,2.88,2.38,1.5,2.62,3.38,2.75,3.0,3.0,3.0,2.12,2.88,2.88,2.88,3.0,2.88,2.88,3.06,2.75,2.13,1.875,2.62,2.875,2.815,1.63,1.875,2.565,2.62,3.12,2.06,3.12,1.375,3.75,2.31,1.25,2.935,2.94,2.75,2.25,2.25,2.685,2.88,2.56,2.06,1.38,2.94,2.75,2.88,2,2,7,7
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3.0,3.12,3.12,3.62,3.0,2.75,1.0,2.5,1.75,3.12,3.12,3.12,3.0,1.75,1.5,2.25,2.0,3.0,3.0,3.0,3.12,2.0,2.0,3.25,3.5,1.38,2.12,3.0,3.0,1.75,3.12,1.62,3.0,3.25,3.62,3.25,3.12,1.88,2.12,2.88,3.0,2.25,1.75,2.75,3.12,2.88,3.12,3.0,3.12,2.12,3.0,2.25,2.685,3.0,2.815,3.0,2.94,2.94,2.25,0.6200000000000001,2.88,2.94,2.5,1.185,1.815,2.44,2.38,3.06,1.81,3.94,0.75,3.94,2.5,0.75,3.06,3.0,2.875,1.69,2.19,2.75,2.94,2.69,2.56,0.75,2.94,2.94,2.88,2,2,5,5
51-9022.00,"Grinding and Polishing Workers, Hand",3.75,2.62,3.0,3.5,2.62,2.25,0.0,2.25,1.25,2.75,2.88,3.5,2.75,2.12,1.38,1.88,1.75,2.38,2.62,3.0,3.38,1.25,1.88,3.12,3.75,1.12,1.62,3.12,3.0,2.0,2.88,1.25,2.88,2.75,3.0,2.75,2.88,1.38,1.25,2.75,2.75,2.0,1.12,1.62,2.62,2.5,2.62,2.88,2.88,2.25,2.75,2.5,2.315,2.815,2.625,2.5,2.75,3.0,2.37,0.5,2.185,2.565,2.06,1.375,1.5,2.06,1.935,2.75,2.0,3.06,1.185,3.25,2.25,0.75,3.19,2.685,2.875,0.685,2.185,2.435,2.63,2.125,2.12,1.44,2.625,2.88,2.315,2,2,5,5
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",3.0,2.62,3.25,3.12,3.12,2.62,0.5,2.12,0.62,2.62,3.12,3.0,2.62,2.0,1.0,2.0,2.0,2.38,3.0,3.12,3.0,2.0,2.0,3.12,3.25,0.5,2.0,3.38,3.0,2.0,3.12,1.38,3.12,3.0,3.25,3.0,3.12,1.88,1.75,2.62,2.75,2.12,1.75,2.12,3.0,2.5,2.88,3.0,2.25,2.12,3.0,2.62,2.625,2.88,2.565,3.0,3.0,3.06,2.06,0.6200000000000001,2.185,2.81,2.5,0.8799999999999999,1.185,2.0,2.315,3.12,1.815,3.37,0.6200000000000001,3.435,1.815,0.8799999999999999,3.06,3.06,3.06,1.815,2.0,2.62,2.875,2.435,2.06,0.8799999999999999,3.06,3.0,2.685,2,2,5,5
51-9031.00,"Cutters and Trimmers, Hand",3.12,2.0,2.88,3.12,2.62,1.5,0.12,1.62,1.25,2.38,2.75,3.12,2.38,2.0,0.38,1.88,1.38,2.0,2.62,3.0,3.12,1.0,1.38,2.88,3.25,0.0,1.25,3.12,2.88,1.75,2.25,0.0,2.62,2.0,2.62,1.38,3.0,0.0,0.25,2.38,2.62,1.25,0.88,1.12,3.0,2.0,2.12,2.62,2.38,1.75,2.62,2.0,2.06,2.88,2.31,2.25,2.37,0.6200000000000001,0.6200000000000001,0.5,2.06,2.625,1.81,0.75,1.0,2.125,1.56,2.685,2.0,2.125,0.75,2.185,2.06,0.5,2.125,2.685,0.5,0.5,2.185,2.75,2.5,1.625,1.625,0.5,2.75,1.625,2.12,2,2,4,4
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",3.25,3.0,2.88,3.62,2.88,3.25,0.62,2.12,1.0,3.12,2.88,3.62,2.88,2.25,0.88,1.88,1.0,2.25,2.88,3.12,3.38,2.0,2.0,3.38,3.38,0.88,2.0,3.25,3.0,2.0,3.25,0.88,2.88,3.12,3.5,2.88,3.25,0.88,1.25,2.62,2.12,2.38,1.62,2.38,3.12,2.12,3.0,2.25,3.38,2.75,3.0,2.62,2.31,2.815,2.815,3.0,2.94,3.0,2.37,1.125,2.12,2.685,2.0,1.185,1.5,2.125,2.37,3.185,1.81,3.56,1.12,3.685,1.81,1.44,3.625,3.0,2.75,1.0,1.875,2.625,2.56,2.37,2.125,1.25,2.565,3.0,2.19,2,2,5,5
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3.25,3.25,3.0,3.12,2.88,3.0,1.0,2.38,0.75,3.12,3.25,3.25,2.75,2.0,1.5,2.38,1.38,2.88,2.88,3.12,3.12,1.75,1.88,3.25,3.25,0.25,2.0,3.12,2.88,2.0,3.75,0.5,2.88,3.12,3.75,2.88,3.38,0.88,1.25,2.75,2.75,1.88,1.88,2.5,3.25,2.5,3.12,2.75,3.62,2.38,2.88,2.12,2.37,2.875,2.815,2.5,2.875,2.62,2.25,1.69,2.315,2.565,2.06,1.12,1.315,1.935,2.06,3.25,1.625,3.685,1.5,3.75,1.875,0.75,3.06,2.875,2.685,1.25,1.875,2.5,2.75,2.185,1.87,1.315,2.5,2.94,2.565,2,2,5,5
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",3.0,2.75,3.0,3.5,2.88,2.5,0.0,2.12,0.75,3.25,2.12,2.88,2.5,1.5,0.88,2.0,2.25,1.38,2.88,3.0,2.88,2.0,1.25,3.0,3.88,0.75,1.5,3.62,3.38,1.12,3.25,0.5,3.12,2.5,3.38,2.12,3.25,0.5,1.12,2.88,2.88,1.12,1.62,2.12,3.0,2.0,3.0,2.0,2.12,2.0,3.12,2.75,2.38,3.12,2.5,2.5,3.06,1.81,1.19,0.5,2.12,2.25,1.81,0.75,0.8799999999999999,2.06,2.125,3.12,2.0,3.185,1.06,3.69,1.81,0.75,2.875,3.06,1.375,1.5,1.935,2.185,3.06,1.625,1.625,0.8799999999999999,2.25,2.06,2.62,2,2,4,4
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",3.0,2.88,3.0,2.88,3.0,2.0,0.0,1.38,1.38,2.25,3.0,3.12,3.12,2.25,0.75,1.5,1.38,2.0,3.0,3.0,3.0,2.38,2.0,2.62,3.75,0.75,2.12,3.5,3.62,2.0,3.25,0.75,3.12,2.0,2.12,1.38,3.0,0.62,1.0,3.0,3.0,2.0,0.62,1.5,2.0,2.25,2.38,3.12,3.0,1.62,3.38,3.0,2.38,3.12,2.815,2.88,3.25,1.565,1.625,0.5,2.06,2.935,2.06,1.315,1.44,2.12,2.56,3.06,2.185,2.88,1.81,3.06,2.25,1.06,3.565,3.06,1.37,1.31,2.19,2.565,3.06,2.06,2.12,1.185,2.875,2.25,3.185,2,2,8,8
51-9071.00,Jewelers and Precious Stone and Metal Workers,3.62,1.75,3.12,3.12,3.0,2.12,0.25,1.62,0.88,1.62,2.0,3.75,3.25,2.88,0.12,0.5,0.5,1.38,3.0,3.12,3.0,1.75,1.88,2.12,4.38,0.12,2.12,3.38,3.38,3.25,2.38,0.5,3.0,1.38,1.88,0.75,3.0,0.12,0.62,2.5,2.62,2.25,0.5,0.62,1.25,2.12,1.88,3.0,3.25,1.75,3.0,2.88,2.63,3.0,2.56,2.88,3.25,1.63,1.81,0.5,2.5,2.94,2.315,1.31,1.565,2.25,1.875,2.875,2.25,1.94,0.875,1.935,2.25,0.8799999999999999,2.0,2.815,1.5,0.815,2.685,2.88,2.875,1.875,1.815,1.5,2.62,1.69,2.625,2,2,10,10
51-9071.06,Gem and Diamond Workers,5.25,2.0,3.5,4.25,3.12,2.38,0.0,0.25,0.25,0.12,2.38,4.38,3.75,2.5,0.0,0.0,0.0,1.75,3.12,2.75,3.38,2.62,1.62,2.25,6.0,0.25,2.62,3.62,3.5,2.75,2.75,0.0,2.88,1.62,1.62,1.75,2.62,0.0,0.0,2.88,3.0,2.62,0.38,0.0,1.12,2.0,0.38,4.38,3.38,2.0,3.12,2.75,2.56,3.06,2.685,2.5,3.06,1.935,2.56,0.5,1.875,3.065,2.185,2.0,2.125,2.06,2.815,3.0,2.065,2.25,2.44,2.625,2.69,0.5,3.44,2.88,1.69,1.0,2.875,2.685,3.06,1.75,1.69,1.69,2.44,1.875,2.75,2,2,10,10
51-9081.00,Dental Laboratory Technicians,3.75,2.12,3.0,3.88,2.88,2.12,0.0,0.62,0.38,1.0,2.88,4.0,3.12,2.75,0.5,0.0,0.0,2.0,2.88,3.25,3.12,2.0,2.0,2.75,4.38,0.38,2.12,3.88,3.0,2.75,3.0,0.38,3.0,1.88,2.38,1.25,3.25,0.38,0.88,2.88,2.38,2.12,0.0,0.0,1.5,2.38,1.88,3.12,3.75,2.25,2.88,2.38,3.0,2.94,2.94,2.75,3.315,2.0,2.38,0.5,2.815,2.935,2.94,1.5,1.75,2.315,2.125,3.0,2.25,2.815,1.625,3.06,2.315,0.815,2.88,3.19,2.125,1.81,2.315,2.69,3.0,2.185,2.06,1.815,3.125,2.25,2.88,2,2,10,10
51-9082.00,Medical Appliance Technicians,3.5,2.88,3.0,3.62,3.62,3.0,0.0,2.12,1.12,2.12,2.88,3.62,3.0,3.0,0.0,1.88,1.62,3.0,3.12,3.12,3.25,2.75,2.25,2.88,4.0,0.0,2.88,3.88,4.0,3.0,2.62,0.0,3.62,1.88,2.75,2.12,2.88,0.0,0.0,3.12,3.38,2.25,0.0,1.75,2.62,2.88,2.5,3.38,3.75,2.38,3.12,3.0,3.0,3.75,3.19,3.0,3.625,3.0,2.685,1.19,3.06,3.185,2.88,1.63,2.12,2.37,2.815,3.185,2.435,2.75,2.315,3.25,2.63,0.8799999999999999,3.75,3.62,3.0,1.75,3.06,3.25,3.37,2.94,2.5,2.38,3.06,3.37,3.0,2,2,8,8
51-9083.00,Ophthalmic Laboratory Technicians,4.12,2.5,2.88,4.25,3.0,2.62,0.0,0.62,0.75,1.88,3.0,3.75,2.75,2.0,0.0,1.25,0.25,1.88,2.5,3.0,3.38,2.0,1.88,2.88,4.38,0.0,2.25,3.62,3.25,1.88,2.88,0.0,3.0,2.88,3.0,1.38,3.12,0.0,0.0,2.62,2.75,2.0,1.5,1.5,1.12,2.12,2.12,3.0,3.12,2.88,3.0,2.25,2.625,2.88,2.56,2.56,2.94,2.125,2.56,0.5,2.25,2.81,2.44,1.315,1.25,2.25,2.185,2.94,1.87,3.185,1.435,3.0,2.125,1.25,3.25,2.94,2.56,1.315,2.685,2.56,2.75,2.125,1.87,1.375,2.935,2.25,2.685,2,2,5,5
51-9111.00,Packaging and Filling Machine Operators and Tenders,3.12,3.0,3.0,3.62,2.88,2.62,0.25,2.12,1.0,2.88,2.88,3.38,3.0,2.12,1.12,2.38,2.0,2.5,2.75,3.0,3.5,2.12,2.0,3.0,3.38,1.12,2.0,3.0,3.0,2.25,3.0,1.12,2.88,3.0,3.25,2.62,3.0,1.12,1.75,3.0,2.88,2.12,2.25,2.38,2.88,2.75,3.0,2.62,2.88,2.62,3.0,2.88,2.25,2.875,2.435,3.0,2.565,2.75,1.875,0.5,2.435,2.435,2.185,0.75,0.75,2.25,2.06,3.0,2.125,2.94,0.5,3.25,2.185,0.6200000000000001,2.75,2.88,2.315,0.5,2.25,2.75,2.5,2.06,2.06,0.8799999999999999,2.63,2.685,2.435,2,2,5,5
